"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme ID-One Cosmo v8.2 masquée sur le composant NXP P60D145 Identification du matériel 091121","Idemia","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","07/19/2019","07/19/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_28fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_28en.pdf","07/30/2020","ANSSI-CC-2019/28-M02","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_28-m02fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_28-m02en.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Plateforme ID-One Cosmo v8.2 masquée sur le composant NXP P60D145 Identification du matériel 091121","Idemia","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","07/19/2019","07/19/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_28fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_28en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","E-Bio KEC - Secure Smartcard Readers Firmware v1.1","ETB Elektronik Teknoloji ve Bili&#x15f;im Hizmetleri San. Tic. Ltd. &#x15e;ti.","TR","EAL4+,ALC_DVS.2","","07/11/2019","","http://216.117.4.138:80/files/epfiles/E-Bio KEC SSR Firmware v1.1 Certification Report.pdf","http://216.117.4.138:80/files/epfiles/E-Bio-KEC-ST-v1.6.docx","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ProCrypt KM-3000 Hardware Security Module v1.0","G&uuml;venpark Bili&#x15f;im Teknolojileri Ar-Ge Tic. Ltd. &#x15e;ti","TR","EAL4+,ADV_IMP.2,ALC_CMC.5,ALC_DVS.2,ALC_FLR.2,AVA_VAN.5","","07/11/2019","","http://216.117.4.138:80/files/epfiles/Procrypt Certification Report.pdf","http://216.117.4.138:80/files/epfiles/st_procenne_km-3000_hsm_V.1.0.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller P6021y VB&#x2a; including IC Dedicated Software","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","06/27/2019","06/27/2024","http://216.117.4.138:80/files/epfiles/1072V2a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1072V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NCJ38AC (B0.2C8 or B0.2CB)","NXP Semiconductors","FR","EAL5+,ADV_IMP.2,ADV_INT.3,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,ATE_FUN.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","06/25/2019","06/25/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_23fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_23en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller P6022y VB&#x2a; including IC Dedicated Software","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","06/24/2019","06/24/2024","http://216.117.4.138:80/files/epfiles/1059V2a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1059V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller IFX_CCI_000003h, 000005h, 000008h, 00000Ch, 000013h, 000014h, 000015h, 00001Ch, 00001Dh, 000021h, 000022h H13 including the products from the second production line and optional software packages&#x3a; Flash Loader, Asymmetric Crypto Library, Symmetric Cryptographic Library, Hardware Support Layer, Hash Crypto Library, Mifare Compatible Software, and CIPURSE&trade; Crypto Library","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","06/19/2019","06/19/2024","http://216.117.4.138:80/files/epfiles/1110V2a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1110V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","KCOS e-Passport Version 5.0 - BAC and AA on S3D350A Family","KOMSCO","KR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMS.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","06/18/2019","06/18/2024","http://216.117.4.138:80/files/epfiles/KECS-ISIS-0936-2019_CR_EN.pdf","http://216.117.4.138:80/files/epfiles/KECS-ISIS-0936-2019_ST_EN.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","KCOS e-Passport Version 5.0 - SAC, EAC and AA on S3D350A Family","KOMSCO","KR","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","06/18/2019","06/18/2024","http://216.117.4.138:80/files/epfiles/KECS-ISIS-0937-2019_CR_EN.pdf","http://216.117.4.138:80/files/epfiles/KECS-ISIS-0937-2019_ST_EN.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","06/14/2019","06/14/2024","http://216.117.4.138:80/files/epfiles/1040a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1040b_pdf.pdf","03/04/2020","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library (R1/R2)","http://216.117.4.138:80/files/epfiles/1040ma1a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1040ma1b_pdf.pdf"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller N7121 with IC Dedicated Software and Crypto Library","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","06/14/2019","06/14/2024","http://216.117.4.138:80/files/epfiles/1040a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1040b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Java Card Platform Implementation for Infineon on M7892 G12 &#x28;SLJ 52GxxyyyzC&#x29; V2.0","Oracle Corporation","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","06/13/2019","06/13/2024","http://216.117.4.138:80/files/epfiles/0869V2a_pdf.pdf","http://216.117.4.138:80/files/epfiles/0869V2b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Sm&#x40;rtCafe &reg; Expert 7.0 C4","G&#x2b;D Mobile Security GmbH","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","ANSSI-CC-PP-2001-03-M01","06/12/2019","06/12/2024","http://216.117.4.138:80/files/epfiles/1084a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1084b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","AKiS v2.5.2N","T&Uuml;B&#x130;TAK B&#x130;LGEM UEKAE","TR","EAL4+,ALC_DVS.2,AVA_VAN.5","","06/10/2019","06/09/2022","http://216.117.4.138:80/files/epfiles/AKIS v2.5.2N CR.pdf","http://216.117.4.138:80/files/epfiles/AKIS_V2.5.2N_Security Target Lite.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies Security Controller M7794 A12 &#x2f; G12 with optional RSA2048&#x2f;4096v1.02.013 or v2.00.002, EC v1.02.013 or v2.00.002 and Toolbox v1.02.013 or v2.00.002 libraries and with specific IC-dedicated software","Infineon Technologies AG","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","05/28/2019","05/28/2024","http://216.117.4.138:80/files/epfiles/0964V4a_pdf.pdf","http://216.117.4.138:80/files/epfiles/0964V4b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Secure Smart Card Controller P60x144&#x2f;080yVA&#x2f;yVA&#x28;Y&#x2f;B&#x2f;X&#x29;&#x2f;yVE with IC Dedicated Software","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ASE_TSS.2,ALC_FLR.1","SECURITY_IC_V1.0","05/14/2019","05/14/2024","http://216.117.4.138:80/files/epfiles/0978V3a_pdf.pdf","http://216.117.4.138:80/files/epfiles/0978V3b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FT9MF/S3FT9MT/S3FT9MS 16-bit RISC Microcontroller for Smart Card with optional Secure RSA/ECC/SHA Libraries  including specific IC Dedicated software (Revision 1 & 2)","Samsung Electronics Co., Ltd.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","05/13/2019","05/13/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019-22fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cc-2019-22fr.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Crypto Library V2.0 on P61N1M3&#x2f;PVD&#x2f;VD-1&#x2f;VE-1","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","NL","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","05/09/2019","05/09/2024","http://216.117.4.138:80/files/epfiles/[CR] NSCIB-CC-37812-CR2.pdf","http://216.117.4.138:80/files/epfiles/[ST] Smx2Cl_ST_P61N1M3PVD v2.5.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31H320 C01 including optional cryptographic library NESLIB version 6.2.1","STMicroelectronics","FR","EAL5+,ADV_IMP.2,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","05/09/2019","05/09/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_21fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_21en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Security Controller IFX_CCI_000003h, 000005h, 000008h, 00000Ch, 000013h, 000014h, 000015h, 00001Ch, 00001Dh, 000021h, 000022h H13 including the products from the second production line and optional software packages&#x3a; Flash Loader, Asymmetric Crypto Library, Symmetric Cryptographic Library, Hardware Support Layer, Hash Crypto Library, Mifare Compatible Software, and CIPURSE&trade; Crypto Library","Infineon Technologies AG","DE","EAL6+,ALC_FLR.1","SECURITY_IC_AUGP_V1.0","05/07/2019","05/07/2024","http://216.117.4.138:80/files/epfiles/1110a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1110b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Datasonic Chip Operating System &#x28;DCOS&#x29; version 1.0","Datasonic Smart Solutions Sdn Bhd","MY","EAL4+,ALC_DVS.2,ALC_FLR.2","","05/02/2019","","http://216.117.4.138:80/files/epfiles/ISCB-5-RPT-C086-CR-v1.pdf","http://216.117.4.138:80/files/epfiles/Datasonic DCOS EAL4+ Security Target v1.0.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FT9PE Samsung 16-bit RISC Microcontroller for Smart Card with optional Secure RSA/ECC/SHA Libraries, including specific IC Dedicated Software, version S3FT9PE_20190329","Samsung Electronics Co., Ltd.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","04/18/2019","04/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_19fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_19en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3FT9PF/S3FT9PT/S3FT9PS Samsung 16-bit RISC Microcontroller for Smart Card with optional Secure RSA/ECC/SHA Libraries, including specific IC Dedicated Software, version S3FT9PF_20190329","Samsung Electronics Co., Ltd.","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_V1.0","04/18/2019","04/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_18fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_18en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST54J A01","STMicroelectronics","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","04/18/2019","04/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_20.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_20en.pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ePassport Application on MOS version 1.0.0","MCS Microsystems Sdn Bhd","MY","EAL4+,ALC_DVS.2,ATE_DPT.2,AVA_VAN.5","","04/08/2019","","http://216.117.4.138:80/files/epfiles/ISCB-5-RPT-C094-CR-V1.pdf","http://216.117.4.138:80/files/epfiles/MOS-CC-SecurityTarget-1v0v0.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","NXP Smart Card Controller P61N1M3VD&#x2f;VD-1&#x2f;PVE-1 with IC Dedicated Software","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","DE","EAL6+,ALC_FLR.1,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","03/15/2019","03/15/2024","http://216.117.4.138:80/files/epfiles/1051a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1051b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31G480 D01, including optional cryptographic library NesLib NESLIB and optional technologies MIFARE DESFire EV1 and MIFARE Plus X","STMicroelectronics","FR","EAL5+,ADV_IMP.2,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","03/05/2019","03/05/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_12fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_12en.pdf","07/26/2021","ST31G480 D03","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_12-m01.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31G480 D01, including optional cryptographic library NesLib NESLIB and optional technologies MIFARE DESFire EV1 and MIFARE Plus X","STMicroelectronics","FR","EAL5+,ADV_IMP.2,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","03/05/2019","03/05/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_12fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_12en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31G480 E01, including optional cryptographic library NesLib NESLIB and optional technologies MIFARE DESFire EV1 and MIFARE Plus X","STMicroelectronics","FR","EAL5+,ADV_IMP.2,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","03/05/2019","03/05/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_13fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_13en.pdf","07/26/2021","ST31G480 E03","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_13-m01.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST31G480 E01, including optional cryptographic library NesLib NESLIB and optional technologies MIFARE DESFire EV1 and MIFARE Plus X","STMicroelectronics","FR","EAL5+,ADV_IMP.2,ADV_TDS.5,ALC_CMC.5,ALC_DVS.2,ALC_FLR.1,ALC_TAT.3,ASE_TSS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","03/05/2019","03/05/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_13fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_13en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","eTravel Next 1.0 on M7892 G12, BAC and AA activated","gemalto","FR","EAL4,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMC.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_EAC_V1.3","02/20/2019","02/20/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_09fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_09en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal Pass v2.3-n JC with Privacy Protection &#x28;BAC Configuration&#x29;","Idemia","NL","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMC.5,ALC_DVS.2,ALC_TAT.2,ATE_DPT.3","MRTD_ICAO_BA_V1.10","02/18/2019","06/26/2023","http://216.117.4.138:80/files/epfiles/[CR-BAC] NSCIB-CC-180045-CR2.pdf","http://216.117.4.138:80/files/epfiles/[ST-Lite-BAC] (v1.1) 2018_2000036360 - Security Target Lite IDeal Pass v2.3-n JC (BAC Configuration).pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal Pass v2.3-n JC with Privacy Protection &#x28;SAC&#x2f;EAC&#x2f;Polymorphic eMRTD Configuration&#x29;","Idemia","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","EPASS_PACE_V1.0,MRTD_ICAO_EAC_V1.3","02/18/2019","06/26/2023","http://216.117.4.138:80/files/epfiles/[CR-EAC] NSCIB-CC-180351-CR2.pdf","http://216.117.4.138:80/files/epfiles/[ST-Lite-EAC] (v1.1) 2018_2000036361 - Security Target Lite IDeal Pass v2.3-n (SAC EAC Polymorphic).pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies Security Controller IFX_CCI_001Fh, IFX_CCI_002Fh, IFX_CCI_0030h, IFX_CCI_0033h, IFX_CCI_0035h, IFX_CCI_0036h, IFX_CCI_0038h design step S11 and M11 with optional HSL v2.62.7626, optional SCL version v2.04.003, UMSLC lib v01.00.0234 with specific IC-dedicated firmware identifier 80.304.01.0 and user guidance","Infineon Technologies AG","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","02/15/2019","02/15/2024","http://216.117.4.138:80/files/epfiles/1102a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1102b_pdf.pdf","06/19/2020","Infineon Technologies Security Controller IFX_CCI_001Fh, IFX_CCI_002Fh, IFX_CCI_0030h, IFX_CCI_0033h, IFX_CCI_0035h, IFX_CCI_0036h, IFX_CCI_0038h design step S11 and M11 with optional HSL v2.62.7626, optional SCL version v2.04.003, UMSLC lib v01.00.0234 with specific IC-dedicated firmware identifier 80.304.01.0 and user guidance","http://216.117.4.138:80/files/epfiles/1102ma1a_pdf.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Infineon Technologies Security Controller IFX_CCI_001Fh, IFX_CCI_002Fh, IFX_CCI_0030h, IFX_CCI_0033h, IFX_CCI_0035h, IFX_CCI_0036h, IFX_CCI_0038h design step S11 and M11 with optional HSL v2.62.7626, optional SCL version v2.04.003, UMSLC lib v01.00.0234 with specific IC-dedicated firmware identifier 80.304.01.0 and user guidance","Infineon Technologies AG","DE","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","02/15/2019","02/15/2024","http://216.117.4.138:80/files/epfiles/1102a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1102b_pdf.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Xaica-AlphaPLUS","NTT Data Corporation","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMC.5,ALC_DVS.2,ALC_TAT.2,AVA_VAN.5","","02/02/2019","02/02/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_08.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_08en.pdf","11/06/2019","Xaica a-AlphaPLUS Version 011C &#x2f; 0100 &#x28;SPI-001-09&#x29;","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_08-m01fr.pdf",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Xaica-AlphaPLUS","NTT Data Corporation","FR","EAL4+,ADV_FSP.5,ADV_INT.2,ADV_TDS.4,ALC_CMC.5,ALC_DVS.2,ALC_TAT.2,AVA_VAN.5","","02/02/2019","02/02/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_08.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_08en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MF3Dx2 v2","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","NL","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","02/01/2019","02/01/2024","http://216.117.4.138:80/files/epfiles/NSCIB-CC-207017-CR.pdf","http://216.117.4.138:80/files/epfiles/[ST-LITE][v1.1] st_lite_desfire_xl_v11.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MF2DL&#x28;H&#x29;x0, MF2ID&#x28;H&#x29;10, NT4H2x21Gf, NT4H2x21Tf","NXP Semiconductors Germany GmbH, Business Unit Security and Connectivity","NL","EAL4","","01/28/2019","01/28/2024","http://216.117.4.138:80/files/epfiles/NSCIB-CC-175197-CR.pdf","http://216.117.4.138:80/files/epfiles/SecurityTargetLite_MF2DL_MF2ID_NTAG42x(Tf)_v1.0.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IDeal Citiz v2.17-i on Infineon M7893 B11 Java Card Open Platform","Idemia &#x2f; Infineon Technologies AG","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","","01/24/2019","01/24/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_04fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_04en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3D350A / S3D300A / S3D264A / S3D232A / S3D200A / S3K350A / S3K300A 32-bit RISC Microcontroller for Smart Card with optional AT1 Secure Libraries including specific IC Dedicated software","Samsung Electronics Co., Ltd.","FR","EAL6+,ASE_TSS.2","SECURITY_IC_AUGP_V1.0","01/18/2019","01/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_01fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_01en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3K170A / S3K140A 32-bit RISC Microcontroller for Smart Card with optional AT1 Secure Libraries including specific IC Dedicated software","Samsung","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","SECURITY_IC_AUGP_V1.0","01/18/2019","01/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_02fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_02en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3K250A /S3K232A /S3K212A 32-bit RISC Microcontroller for Smart Card with optional AT1 Secure Libraries including specific IC Dedicated software","Samsung","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","","01/18/2019","01/18/2024","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_03en.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_03en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","IAS Classic V4.4.2 with MOC Server 1.1 on MultiApp V4.1","Gemalto &#x2f; Samsung","FR","EAL5+,ALC_DVS.2,AVA_VAN.5","","01/16/2019","01/16/2024","http://216.117.4.138:80/files/epfiles/anssi-cc-2019_07fr.pdf","http://216.117.4.138:80/files/epfiles/anssi-cible-cc-2019_07en.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","RISE-Konnektor V1.0","Research Industrial Systems Engineering &#x28;RISE&#x29; Forschungs-, Entwicklungs- und Gro&szlig;projekteberatung GmbH","DE","EAL3,ADV_FSP.4,ADV_IMP.1,ADV_TDS.3,ALC_FLR.2,ALC_TAT.1,AVA_VAN.5","BSI-PP-0097","01/08/2019","01/08/2024","http://216.117.4.138:80/files/epfiles/1052a_pdf.pdf","http://216.117.4.138:80/files/epfiles/1052b_pdf.pdf","","","",""
